#CONTIGS	SOURCE_GENOME	LENGTH	COVERAGE	ANNOT	GUT_GENOME000866	GUT_GENOME016058	GUT_GENOME025370	GUT_GENOME033606	GUT_GENOME036663	GUT_GENOME046547	GUT_GENOME047285	GUT_GENOME082911	GUT_GENOME099474	GUT_GENOME122658	GUT_GENOME123622	GUT_GENOME124217	GUT_GENOME125986	GUT_GENOME152745	GUT_GENOME154792	GUT_GENOME156087	GUT_GENOME189823	GUT_GENOME227639	GUT_GENOME231089	GUT_GENOME249529	GUT_GENOME252784	GUT_GENOME278258	KIJ_genome_14221	KIJ_genome_23957	KIJ_genome_4392
GUT_GENOME123622_37	GUT_GENOME123622	17186	92.0	core	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
GUT_GENOME123622_38	GUT_GENOME123622	17067	56.00000000000001	not_shared	O	X	X	X	X	O	O	X	X	O	O	O	X	O	O	O	X	O	O	O	X	X	O	X	O
GUT_GENOME123622_39	GUT_GENOME123622	16668	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_4	GUT_GENOME123622	106232	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_40	GUT_GENOME123622	16523	32.0	not_shared	O	X	O	X	O	X	O	X	X	O	O	X	X	X	X	X	X	X	X	O	O	X	X	X	X
GUT_GENOME123622_41	GUT_GENOME123622	16317	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_42	GUT_GENOME123622	15767	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_43	GUT_GENOME123622	14838	80.0	core	O	X	O	X	O	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME123622_44	GUT_GENOME123622	14262	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_45	GUT_GENOME123622	14044	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_46	GUT_GENOME123622	14016	88.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME123622_47	GUT_GENOME123622	13490	80.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	X	O	O	X	X	O	O	O	X	O	O	O
GUT_GENOME123622_48	GUT_GENOME123622	13439	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O
GUT_GENOME123622_49	GUT_GENOME123622	13290	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_5	GUT_GENOME123622	92583	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_50	GUT_GENOME123622	12951	72.0	not_shared	O	X	O	X	O	O	O	O	X	O	O	X	X	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME123622_51	GUT_GENOME123622	12844	56.00000000000001	not_shared	X	X	O	O	O	O	X	O	O	X	O	O	X	O	O	O	X	X	O	X	O	X	X	O	X
GUT_GENOME123622_52	GUT_GENOME123622	11810	56.00000000000001	not_shared	O	X	O	X	O	O	O	X	X	O	O	X	X	O	O	X	X	X	O	O	O	X	O	X	O
GUT_GENOME123622_53	GUT_GENOME123622	11693	84.0	core	O	X	X	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME123622_54	GUT_GENOME123622	11346	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
GUT_GENOME123622_55	GUT_GENOME123622	11118	56.00000000000001	not_shared	O	X	X	O	O	O	X	X	O	O	O	X	O	X	O	X	X	O	O	O	X	X	O	X	O
GUT_GENOME123622_56	GUT_GENOME123622	10630	84.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	X	O
GUT_GENOME123622_57	GUT_GENOME123622	9846	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_58	GUT_GENOME123622	9724	88.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME123622_59	GUT_GENOME123622	9612	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_6	GUT_GENOME123622	82955	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_60	GUT_GENOME123622	9318	88.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME123622_61	GUT_GENOME123622	9196	56.00000000000001	not_shared	O	X	X	O	O	X	O	O	X	O	O	X	X	O	O	X	X	O	X	O	O	X	O	X	O
GUT_GENOME123622_62	GUT_GENOME123622	8156	88.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME123622_63	GUT_GENOME123622	8011	92.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O
GUT_GENOME123622_64	GUT_GENOME123622	7965	80.0	core	O	X	X	X	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME123622_65	GUT_GENOME123622	7629	84.0	core	X	O	O	O	O	O	X	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O
GUT_GENOME123622_66	GUT_GENOME123622	6944	68.0	not_shared	O	X	X	O	O	O	O	X	O	O	O	O	O	X	O	O	X	O	O	O	X	X	O	X	O
GUT_GENOME123622_67	GUT_GENOME123622	6859	56.00000000000001	not_shared	O	X	O	X	O	X	O	X	O	O	O	O	O	O	X	X	X	O	O	O	O	X	X	X	X
GUT_GENOME123622_68	GUT_GENOME123622	6827	56.00000000000001	not_shared	O	X	X	X	X	O	O	X	X	O	O	X	O	X	O	O	X	O	O	O	O	X	O	X	O
GUT_GENOME123622_69	GUT_GENOME123622	6821	76.0	not_shared	O	X	O	X	O	O	O	O	X	O	O	X	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME123622_7	GUT_GENOME123622	65141	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_70	GUT_GENOME123622	6491	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_71	GUT_GENOME123622	6165	8.0	not_shared	X	X	X	X	X	X	X	X	X	X	O	X	X	X	O	X	X	X	X	X	X	X	X	X	X
GUT_GENOME123622_72	GUT_GENOME123622	5800	56.00000000000001	not_shared	X	O	O	X	O	X	X	O	X	O	O	O	X	X	O	X	O	X	X	O	O	X	O	O	O
GUT_GENOME123622_73	GUT_GENOME123622	5550	80.0	core	O	O	O	X	O	O	O	O	O	O	O	X	X	O	O	O	O	X	O	O	O	O	X	O	O
GUT_GENOME123622_74	GUT_GENOME123622	5481	72.0	not_shared	O	X	O	O	O	X	O	O	O	X	O	O	O	O	O	X	X	O	O	O	O	X	O	X	O
GUT_GENOME123622_75	GUT_GENOME123622	5078	56.00000000000001	not_shared	O	X	O	X	O	O	O	X	O	O	O	O	O	O	X	X	X	O	O	O	X	X	X	X	X
GUT_GENOME123622_76	GUT_GENOME123622	5062	76.0	not_shared	O	X	X	X	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	X	O
GUT_GENOME123622_77	GUT_GENOME123622	4511	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_78	GUT_GENOME123622	4258	52.0	not_shared	O	X	X	X	X	X	X	O	O	O	O	X	X	O	X	O	X	O	X	O	O	O	X	O	O
GUT_GENOME123622_79	GUT_GENOME123622	4222	76.0	not_shared	O	X	O	O	O	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	O	X	X	O	X
GUT_GENOME123622_8	GUT_GENOME123622	55491	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_80	GUT_GENOME123622	4177	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_81	GUT_GENOME123622	3802	44.0	not_shared	O	X	X	X	O	X	X	X	O	X	O	O	X	O	X	O	O	X	X	O	O	X	X	O	X
GUT_GENOME123622_82	GUT_GENOME123622	3626	76.0	not_shared	O	O	O	O	O	O	O	O	X	O	O	X	O	X	O	O	X	X	O	O	O	X	O	O	O
GUT_GENOME123622_83	GUT_GENOME123622	3439	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_84	GUT_GENOME123622	3244	88.0	shared_but_short	O	O	O	X	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
GUT_GENOME123622_85	GUT_GENOME123622	2838	60.0	not_shared	O	X	X	X	O	X	O	O	X	O	O	X	O	O	O	O	X	X	O	O	O	X	O	X	O
GUT_GENOME123622_86	GUT_GENOME123622	2803	96.0	shared_but_short	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME123622_87	GUT_GENOME123622	1761	60.0	not_shared	O	X	X	X	O	X	O	O	X	O	O	X	O	O	O	O	X	X	O	O	O	X	O	X	O
GUT_GENOME123622_9	GUT_GENOME123622	54495	96.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_1	GUT_GENOME124217	127326	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_10	GUT_GENOME124217	33104	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_100	GUT_GENOME124217	6389	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_101	GUT_GENOME124217	6267	68.0	not_shared	O	X	X	O	O	O	O	X	O	O	O	O	O	X	O	O	X	O	O	O	X	X	O	X	O
GUT_GENOME124217_102	GUT_GENOME124217	6014	68.0	not_shared	O	X	X	O	X	O	X	O	X	O	X	O	O	O	O	O	X	O	O	O	X	O	O	O	O
GUT_GENOME124217_103	GUT_GENOME124217	5788	56.00000000000001	not_shared	X	O	O	X	O	X	X	O	X	O	O	O	X	X	O	X	O	X	X	O	O	X	O	O	O
GUT_GENOME124217_104	GUT_GENOME124217	5610	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_105	GUT_GENOME124217	5576	92.0	core	O	O	O	O	O	O	O	O	O	O	X	O	O	O	X	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_106	GUT_GENOME124217	5503	92.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	X	O	O	O	O	O	O
GUT_GENOME124217_107	GUT_GENOME124217	5460	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_108	GUT_GENOME124217	5309	80.0	core	O	X	O	O	O	O	O	O	O	O	X	O	X	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME124217_109	GUT_GENOME124217	5164	96.0	core	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_11	GUT_GENOME124217	32563	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_110	GUT_GENOME124217	5083	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_111	GUT_GENOME124217	4975	68.0	not_shared	O	X	X	X	O	O	O	O	O	O	O	O	O	O	X	O	X	O	O	X	X	X	O	O	O
GUT_GENOME124217_112	GUT_GENOME124217	4964	84.0	shared_but_short	O	X	X	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME124217_113	GUT_GENOME124217	4950	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_114	GUT_GENOME124217	4923	60.0	not_shared	X	X	O	O	O	O	O	X	O	O	O	O	O	X	X	O	X	X	O	X	O	X	O	X	O
GUT_GENOME124217_115	GUT_GENOME124217	4889	36.0	not_shared	X	X	X	O	X	X	X	X	X	X	X	O	X	O	O	O	X	O	X	X	X	X	O	O	O
GUT_GENOME124217_116	GUT_GENOME124217	4838	64.0	not_shared	O	X	X	O	O	X	O	O	O	O	O	O	O	X	X	X	X	O	X	O	O	X	O	O	O
GUT_GENOME124217_117	GUT_GENOME124217	4820	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_118	GUT_GENOME124217	4801	68.0	not_shared	O	X	X	O	O	O	O	X	X	O	O	O	X	O	O	O	X	O	O	O	X	X	O	O	O
GUT_GENOME124217_119	GUT_GENOME124217	4799	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME124217_12	GUT_GENOME124217	32174	72.0	not_shared	O	X	O	O	O	O	O	X	X	O	O	O	O	O	O	X	X	O	X	O	O	X	O	O	O
GUT_GENOME124217_120	GUT_GENOME124217	4786	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME124217_121	GUT_GENOME124217	4718	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_122	GUT_GENOME124217	4581	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME124217_123	GUT_GENOME124217	4435	64.0	not_shared	O	X	X	O	O	X	O	O	O	O	O	O	O	X	X	X	X	O	X	O	O	X	O	O	O
GUT_GENOME124217_124	GUT_GENOME124217	4402	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_126	GUT_GENOME124217	4281	92.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	X	O	O	O	O	O
GUT_GENOME124217_127	GUT_GENOME124217	4264	8.0	not_shared	X	X	X	X	X	X	X	X	X	X	X	O	X	X	O	X	X	X	X	X	X	X	X	X	X
GUT_GENOME124217_128	GUT_GENOME124217	4240	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_129	GUT_GENOME124217	4182	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_13	GUT_GENOME124217	29320	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_130	GUT_GENOME124217	4083	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_131	GUT_GENOME124217	4083	76.0	not_shared	O	X	O	O	O	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	O	X	X	O	X
GUT_GENOME124217_132	GUT_GENOME124217	4025	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_133	GUT_GENOME124217	3870	76.0	not_shared	O	X	O	O	O	X	O	O	O	X	O	O	O	O	O	O	X	O	O	O	O	X	O	X	O
GUT_GENOME124217_134	GUT_GENOME124217	3867	28.000000000000004	not_shared	X	X	O	X	X	X	X	O	X	X	X	O	X	X	O	X	X	X	X	O	O	X	X	O	X
GUT_GENOME124217_135	GUT_GENOME124217	3851	96.0	shared_but_short	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_136	GUT_GENOME124217	3819	92.0	shared_but_short	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
GUT_GENOME124217_137	GUT_GENOME124217	3815	68.0	not_shared	O	X	O	O	O	O	O	O	O	X	X	O	O	O	O	X	X	X	O	O	X	X	O	O	O
GUT_GENOME124217_138	GUT_GENOME124217	3761	32.0	not_shared	X	X	X	X	O	X	O	X	O	X	X	O	X	X	X	O	X	O	X	X	O	O	X	X	X
GUT_GENOME124217_139	GUT_GENOME124217	3734	64.0	not_shared	O	X	X	O	X	X	X	O	X	O	X	O	O	O	O	O	X	O	O	O	X	O	O	O	O
GUT_GENOME124217_14	GUT_GENOME124217	28564	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_140	GUT_GENOME124217	3732	44.0	not_shared	O	X	X	X	O	X	X	X	O	X	O	O	X	O	X	O	O	X	X	O	O	X	X	O	X
GUT_GENOME124217_141	GUT_GENOME124217	3578	60.0	not_shared	O	X	X	X	O	X	O	O	O	O	O	O	O	X	X	X	X	O	X	O	O	X	O	O	O
GUT_GENOME124217_143	GUT_GENOME124217	3546	76.0	not_shared	O	X	O	X	O	O	O	O	O	O	O	O	O	O	O	X	X	O	X	O	O	X	O	O	O
GUT_GENOME124217_144	GUT_GENOME124217	3543	96.0	shared_but_short	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_145	GUT_GENOME124217	3540	40.0	not_shared	X	X	X	O	X	X	O	X	X	X	X	O	X	O	O	O	X	O	X	X	X	X	O	O	O
GUT_GENOME124217_147	GUT_GENOME124217	3363	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_148	GUT_GENOME124217	3350	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_149	GUT_GENOME124217	3337	72.0	not_shared	O	X	O	X	O	X	O	O	O	O	O	O	O	O	O	X	X	O	X	O	O	X	O	O	O
GUT_GENOME124217_15	GUT_GENOME124217	27639	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_150	GUT_GENOME124217	3320	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O
GUT_GENOME124217_151	GUT_GENOME124217	3293	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_152	GUT_GENOME124217	3284	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_153	GUT_GENOME124217	3240	92.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O
GUT_GENOME124217_154	GUT_GENOME124217	3168	56.00000000000001	not_shared	X	X	O	O	O	O	O	X	O	X	O	O	O	X	X	O	X	X	O	X	O	X	O	X	O
GUT_GENOME124217_155	GUT_GENOME124217	3155	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_156	GUT_GENOME124217	3134	36.0	not_shared	X	X	O	X	O	X	X	X	X	O	X	O	O	X	O	X	X	O	X	X	X	O	X	O	X
GUT_GENOME124217_157	GUT_GENOME124217	3099	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME124217_158	GUT_GENOME124217	3083	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_159	GUT_GENOME124217	3070	28.000000000000004	not_shared	X	X	X	O	X	X	X	X	X	O	X	O	X	O	O	X	X	O	X	X	X	X	X	O	X
GUT_GENOME124217_16	GUT_GENOME124217	26245	60.0	not_shared	O	X	X	X	O	X	O	X	X	O	O	O	O	X	O	O	X	X	O	O	O	X	O	O	O
GUT_GENOME124217_160	GUT_GENOME124217	3015	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_161	GUT_GENOME124217	2897	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_162	GUT_GENOME124217	2837	48.0	not_shared	X	X	O	X	O	X	X	O	X	O	X	O	O	X	O	X	X	O	O	X	O	X	X	O	O
GUT_GENOME124217_163	GUT_GENOME124217	2812	56.00000000000001	not_shared	X	O	X	X	O	O	X	O	X	X	X	O	X	X	X	O	O	O	O	O	O	X	O	O	O
GUT_GENOME124217_164	GUT_GENOME124217	2611	72.0	not_shared	O	X	O	X	O	O	O	O	O	X	O	O	O	X	O	O	X	X	O	O	O	X	O	O	O
GUT_GENOME124217_165	GUT_GENOME124217	2602	92.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O
GUT_GENOME124217_166	GUT_GENOME124217	2507	40.0	not_shared	X	X	X	X	O	X	X	X	X	O	X	O	X	X	O	X	X	O	O	X	O	O	O	O	X
GUT_GENOME124217_167	GUT_GENOME124217	2484	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_168	GUT_GENOME124217	2421	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_169	GUT_GENOME124217	2410	72.0	not_shared	O	X	X	O	O	O	O	X	O	O	X	O	O	O	O	O	X	O	O	O	X	X	O	O	O
GUT_GENOME124217_17	GUT_GENOME124217	25230	68.0	not_shared	O	X	O	O	O	O	X	O	O	O	O	O	O	O	O	O	X	O	O	O	X	X	X	X	X
GUT_GENOME124217_170	GUT_GENOME124217	2394	88.0	shared_but_short	O	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	X	O	O
GUT_GENOME124217_171	GUT_GENOME124217	2345	84.0	shared_but_short	O	X	X	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME124217_172	GUT_GENOME124217	2162	60.0	not_shared	O	X	X	O	O	X	O	X	X	O	O	O	O	O	O	O	X	O	X	O	X	X	O	X	O
GUT_GENOME124217_173	GUT_GENOME124217	2114	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_174	GUT_GENOME124217	2108	68.0	not_shared	O	X	X	O	X	O	X	O	O	O	X	O	X	O	O	O	X	O	O	O	X	O	O	O	O
GUT_GENOME124217_175	GUT_GENOME124217	2071	56.00000000000001	not_shared	O	X	O	X	O	X	O	X	O	O	O	O	O	O	X	X	X	O	O	O	O	X	X	X	X
GUT_GENOME124217_176	GUT_GENOME124217	2054	76.0	not_shared	O	X	X	O	O	O	O	O	O	O	X	O	X	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME124217_177	GUT_GENOME124217	2026	56.00000000000001	not_shared	O	X	O	X	O	X	O	X	O	O	O	O	O	O	X	X	X	O	O	O	O	X	X	X	X
GUT_GENOME124217_178	GUT_GENOME124217	1943	48.0	not_shared	X	X	X	O	X	X	X	O	X	O	O	O	O	X	O	X	X	O	X	X	O	O	O	X	O
GUT_GENOME124217_179	GUT_GENOME124217	1914	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_18	GUT_GENOME124217	25109	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_180	GUT_GENOME124217	1867	92.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	X	O	O	O	O	O	O
GUT_GENOME124217_181	GUT_GENOME124217	1723	56.00000000000001	not_shared	X	O	O	O	O	X	O	O	X	X	O	O	O	X	O	O	O	X	X	X	X	O	X	O	X
GUT_GENOME124217_182	GUT_GENOME124217	1685	96.0	shared_but_short	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_183	GUT_GENOME124217	1605	80.0	shared_but_short	O	X	X	O	O	O	O	O	O	O	X	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME124217_184	GUT_GENOME124217	1518	92.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	X	O	O	O	O	O	O
GUT_GENOME124217_19	GUT_GENOME124217	24679	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME124217_2	GUT_GENOME124217	87696	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_20	GUT_GENOME124217	24088	96.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_21	GUT_GENOME124217	23570	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_22	GUT_GENOME124217	23091	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_23	GUT_GENOME124217	22209	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_24	GUT_GENOME124217	21957	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME124217_25	GUT_GENOME124217	21623	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME124217_26	GUT_GENOME124217	21587	96.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME124217_27	GUT_GENOME124217	20844	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
